,U_NODE_ID,V_NODE_ID,U_X,U_Y,V_X,V_Y,IS_DEPOT,IS_OPTIMAL_EDGE,EDGE_WEIGHT,GLOBAL_RANK,U_NODE_LOCAL_EDGE_RANK,V_NODE_LOCAL_EDGE_RANK,U_NODE_DEGREE,V_NODE_DEGREE,AVERAGE_NODE_DEGREE,IS_MST_EDGE,MST_U_DEGREE,MST_V_DEGREE,LP_RELAXATION,FILE_NAME,U_NODE_DEMAND,V_NODE_DEMAND,CAPACITY,NUM_OF_VEHICLES,U_NODE_DEMAND_CAPACITY_RATIO,V_NODE_DEMAND_CAPACITY_RATIO,REDUCED_COST,MST_WEIGHT
0,1,2,266,235,295,272,1,1,47.01063709417264,153,47.01063709417264,0.0,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,125,4500,3,0.0,0.027777777777777776,38.895277407326304,47.01063709417264
1,1,3,266,235,301,258,1,0,41.88078318274385,169,41.88078318274385,15.231546211727817,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,84,4500,3,0.0,0.018666666666666668,34.76459665786236,41.88078318274385
2,1,4,266,235,309,260,1,0,49.73932046178355,148,49.73932046178355,18.439088914585774,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,60,4500,3,0.0,0.013333333333333334,48.60929573542971,49.73932046178355
3,1,5,266,235,217,274,1,0,62.625873247404705,109,62.625873247404705,78.02563681252464,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,500,4500,3,0.0,0.1111111111111111,53.05337495064722,62.625873247404705
4,1,6,266,235,218,278,1,1,64.4437739428721,98,64.4437739428721,77.23341245859851,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,300,4500,3,0.0,0.06666666666666667,52.56308165906874,64.4437739428721
5,1,7,266,235,282,267,1,1,35.77708763999664,183,35.77708763999664,13.92838827718412,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,175,4500,3,0.0,0.03888888888888889,24.1156828552367,35.77708763999664
6,1,8,266,235,242,249,1,0,27.784887978899608,203,27.784887978899608,57.77542730261716,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,350,4500,3,0.0,0.07777777777777778,18.21238968214212,27.784887978899608
7,1,9,266,235,230,262,1,0,45.0,158,45.0,65.76473218982953,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,150,4500,3,0.0,0.03333333333333333,32.028052677484744,45.0
8,1,10,266,235,249,268,1,1,37.12142238654117,180,37.12142238654117,46.17358552246078,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,1100,4500,3,0.0,0.24444444444444444,30.168510863885153,37.12142238654117
9,1,11,266,235,256,267,1,0,33.52610922848042,188,33.52610922848042,39.319206502675,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,4100,4500,3,0.0,0.9111111111111111,33.40795293927096,33.52610922848042
10,1,12,266,235,265,257,1,1,22.02271554554524,215,22.02271554554524,33.54101966249684,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,225,4500,3,0.0,0.05,13.961037406989158,22.02271554554524
11,1,13,266,235,267,242,1,1,7.0710678118654755,237,7.0710678118654755,41.036569057366385,22,22,22.0,1,22,1,0.5444444444444444,E-n23-k3.txt,0,300,4500,3,0.0,0.06666666666666667,0.0,7.0710678118654755
12,1,14,266,235,259,265,1,0,30.805843601498726,193,30.805843601498726,36.6742416417845,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,250,4500,3,0.0,0.05555555555555555,27.318448615244193,30.805843601498726
13,1,15,266,235,315,233,1,0,49.040799340956916,150,49.040799340956916,43.829214001622255,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,500,4500,3,0.0,0.1111111111111111,40.71698513172403,49.040799340956916
14,1,16,266,235,329,252,1,0,65.25335240430181,94,65.25335240430181,39.44616584663204,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,150,4500,3,0.0,0.03333333333333333,49.976319171122796,65.25335240430181
15,1,17,266,235,318,252,1,0,54.70831746635972,131,54.70831746635972,30.479501308256342,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,100,4500,3,0.0,0.022222222222222223,43.79674761392126,54.70831746635972
16,1,18,266,235,329,224,1,1,63.953107821277925,102,63.953107821277925,58.82176467941097,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,250,4500,3,0.0,0.05555555555555555,55.63360505341757,63.953107821277925
17,1,19,266,235,267,213,1,0,22.02271554554524,215,22.02271554554524,65.30696746902278,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,120,4500,3,0.0,0.02666666666666667,6.5183882272655875,22.02271554554524
18,1,20,266,235,275,192,1,0,43.93176527297759,161,43.93176527297759,82.46211251235322,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,600,4500,3,0.0,0.13333333333333333,36.96388753701301,43.93176527297759
19,1,21,266,235,303,201,1,1,50.24937810560445,146,50.24937810560445,71.449282711585,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,500,4500,3,0.0,0.1111111111111111,27.806373501863547,50.24937810560445
20,1,22,266,235,208,217,1,0,60.728905802755904,113,60.728905802755904,102.9271587094485,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,175,4500,3,0.0,0.03888888888888889,18.75829437347977,60.728905802755904
21,1,23,266,235,326,181,1,0,80.72174428244226,56,80.72174428244226,96.13532129243653,22,22,22.0,1,22,1,0.0,E-n23-k3.txt,0,75,4500,3,0.0,0.016666666666666666,45.936722925798,80.72174428244226
22,2,3,295,272,301,258,0,1,15.231546211727817,228,18.439088914585774,0.0,22,22,22.0,0,1,1,0.033333333333333215,E-n23-k3.txt,125,84,4500,3,0.027777777777777776,0.018666666666666668,0.0,15.231546211727817
23,2,4,295,272,309,260,0,0,18.439088914585774,224,78.02563681252464,8.246211251235321,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,60,4500,3,0.027777777777777776,0.013333333333333334,9.193704501385607,18.439088914585774
24,2,5,295,272,217,274,0,0,78.02563681252464,60,77.23341245859851,85.5102333057278,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,500,4500,3,0.027777777777777776,0.1111111111111111,60.33777882892082,78.02563681252464
25,2,6,295,272,218,278,0,0,77.23341245859851,64,13.92838827718412,85.37564055396598,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,300,4500,3,0.027777777777777776,0.06666666666666667,57.23736048794882,77.23341245859851
26,2,7,295,272,282,267,0,0,13.92838827718412,230,57.77542730261716,21.02379604162864,22,22,22.0,0,1,1,0.9666666666666668,E-n23-k3.txt,125,175,4500,3,0.027777777777777776,0.03888888888888889,0.0,13.92838827718412
27,2,8,295,272,242,249,0,0,57.77542730261716,122,65.76473218982953,59.682493245507096,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,350,4500,3,0.027777777777777776,0.07777777777777778,40.08756931901334,57.77542730261716
28,2,9,295,272,230,262,0,0,65.76473218982953,90,46.17358552246078,71.11258679024411,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,150,4500,3,0.027777777777777776,0.03333333333333333,44.67742518046794,65.76473218982953
29,2,10,295,272,249,268,0,0,46.17358552246078,155,39.319206502675,52.952809179494906,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,1100,4500,3,0.027777777777777776,0.24444444444444444,31.105314312958434,46.17358552246078
30,2,11,295,272,256,267,0,0,39.319206502675,175,33.54101966249684,45.89117562233506,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,4100,4500,3,0.027777777777777776,0.9111111111111111,31.08569052661921,39.319206502675
31,2,12,295,272,265,257,0,0,33.54101966249684,187,41.036569057366385,36.013886210738214,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,225,4500,3,0.027777777777777776,0.05,17.36398183709443,33.54101966249684
32,2,13,295,272,267,242,0,0,41.036569057366385,171,36.6742416417845,37.57658845611187,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,300,4500,3,0.027777777777777776,0.06666666666666667,25.850141558654578,41.036569057366385
33,2,14,295,272,259,265,0,0,36.6742416417845,181,43.829214001622255,42.579337712087536,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,250,4500,3,0.027777777777777776,0.05555555555555555,25.07148696868363,36.6742416417845
34,2,15,295,272,315,233,0,0,43.829214001622255,163,39.44616584663204,28.653097563788805,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,500,4500,3,0.027777777777777776,0.1111111111111111,27.390040105543036,43.829214001622255
35,2,16,295,272,329,252,0,0,39.44616584663204,174,30.479501308256342,28.635642126552707,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,150,4500,3,0.027777777777777776,0.03333333333333333,16.053772926606698,39.44616584663204
36,2,17,295,272,318,252,0,0,30.479501308256342,194,58.82176467941097,18.027756377319946,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,100,4500,3,0.027777777777777776,0.022222222222222223,11.452571768971548,30.479501308256342
37,2,18,295,272,329,224,0,0,58.82176467941097,120,65.30696746902278,44.04543109109048,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,250,4500,3,0.027777777777777776,0.05555555555555555,42.38690222470428,58.82176467941097
38,2,19,295,272,267,213,0,0,65.30696746902278,93,82.46211251235322,56.4003546088143,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,120,4500,3,0.027777777777777776,0.02666666666666667,41.6872804638968,65.30696746902278
39,2,20,295,272,275,192,0,0,82.46211251235322,49,71.449282711585,70.9365914038728,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,600,4500,3,0.027777777777777776,0.13333333333333333,67.3788750895423,82.46211251235322
40,2,21,295,272,303,201,0,0,71.449282711585,75,102.9271587094485,57.0350769263968,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,500,4500,3,0.027777777777777776,0.1111111111111111,40.890918420997764,71.449282711585
41,2,22,295,272,208,217,0,0,102.9271587094485,26,96.13532129243653,101.6366075781753,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,175,4500,3,0.027777777777777776,0.03888888888888889,52.84118759332604,102.9271587094485
42,2,23,295,272,326,181,0,0,96.13532129243653,33,0.0,80.95677859203639,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,125,75,4500,3,0.027777777777777776,0.016666666666666666,53.23494024894594,96.13532129243653
43,3,4,301,258,309,260,0,0,8.246211251235321,236,85.5102333057278,0.0,22,22,22.0,0,1,1,0.9416666666666665,E-n23-k3.txt,84,60,4500,3,0.018666666666666668,0.013333333333333334,0.0,8.246211251235321
44,3,5,301,258,217,274,0,0,85.5102333057278,44,85.37564055396598,93.05912099305473,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,500,4500,3,0.018666666666666668,0.1111111111111111,68.82154848408882,85.5102333057278
45,3,6,301,258,218,278,0,0,85.37564055396598,45,21.02379604162864,92.76313923105448,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,300,4500,3,0.018666666666666668,0.06666666666666667,66.37876174528114,85.37564055396598
46,3,7,301,258,282,267,0,0,21.02379604162864,217,59.682493245507096,27.892651361962706,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,175,4500,3,0.018666666666666668,0.03888888888888889,2.2462047319872145,21.02379604162864
47,3,8,301,258,242,249,0,0,59.682493245507096,116,71.11258679024411,67.89698078707183,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,350,4500,3,0.018666666666666668,0.07777777777777778,42.993808423868124,59.682493245507096
48,3,9,301,258,230,262,0,0,71.11258679024411,77,52.952809179494906,79.02531240052139,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,150,4500,3,0.018666666666666668,0.03333333333333333,51.02445294284737,71.11258679024411
49,3,10,301,258,249,268,0,0,52.952809179494906,137,45.89117562233506,60.530983801686226,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,1100,4500,3,0.018666666666666668,0.24444444444444444,38.883711131957405,52.952809179494906
50,3,11,301,258,256,267,0,0,45.89117562233506,156,36.013886210738214,53.46026561849464,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,4100,4500,3,0.018666666666666668,0.9111111111111111,38.65683280824412,45.89117562233506
51,3,12,301,258,265,257,0,0,36.013886210738214,182,37.57658845611187,44.10215414239989,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,225,4500,3,0.018666666666666668,0.05,20.836021547300646,36.013886210738214
52,3,13,301,258,267,242,0,0,37.57658845611187,179,42.579337712087536,45.69463863518345,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,300,4500,3,0.018666666666666668,0.06666666666666667,23.38933411936491,37.57658845611187
53,3,14,301,258,259,265,0,0,42.579337712087536,167,28.653097563788805,50.24937810560445,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,250,4500,3,0.018666666666666668,0.05555555555555555,31.975756200951523,42.579337712087536
54,3,15,301,258,315,233,0,0,28.653097563788805,199,28.635642126552707,27.65863337187866,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,500,4500,3,0.018666666666666668,0.1111111111111111,13.213096829674438,28.653097563788805
55,3,16,301,258,329,252,0,1,28.635642126552707,200,18.027756377319946,21.540659228538015,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,150,4500,3,0.018666666666666668,0.03333333333333333,6.24242236849221,28.635642126552707
56,3,17,301,258,318,252,0,0,18.027756377319946,225,44.04543109109048,12.041594578792296,22,22,22.0,0,1,1,0.025000000000000078,E-n23-k3.txt,84,100,4500,3,0.018666666666666668,0.022222222222222223,0.0,18.027756377319946
57,3,18,301,258,329,224,0,0,44.04543109109048,160,56.4003546088143,41.182520563948,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,250,4500,3,0.018666666666666668,0.05555555555555555,28.609741798348637,44.04543109109048
58,3,19,301,258,267,213,0,0,56.4003546088143,127,70.9365914038728,63.0317380372777,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,120,4500,3,0.018666666666666668,0.02666666666666667,33.77984076565316,56.4003546088143
59,3,20,301,258,275,192,0,0,70.9365914038728,79,57.0350769263968,76.02631123499285,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,600,4500,3,0.018666666666666668,0.13333333333333333,56.852527143026734,70.9365914038728
60,3,21,301,258,303,201,0,0,57.0350769263968,126,101.6366075781753,59.30430001273095,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,500,4500,3,0.018666666666666668,0.1111111111111111,27.47588579777441,57.0350769263968
61,3,22,301,258,208,217,0,0,101.6366075781753,27,80.95677859203639,109.77249200050075,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,175,4500,3,0.018666666666666668,0.03888888888888889,52.54980962401768,101.6366075781753
62,3,23,301,258,326,181,0,0,80.95677859203639,54,0.0,80.8084154033477,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,84,75,4500,3,0.018666666666666668,0.016666666666666666,39.05557071051064,80.95677859203639
63,4,5,309,260,217,274,0,1,93.05912099305473,35,92.76313923105448,0.0,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,500,4500,3,0.013333333333333334,0.1111111111111111,82.35659796994341,93.05912099305473
64,4,6,309,260,218,278,0,0,92.76313923105448,36,27.892651361962706,4.123105625617661,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,300,4500,3,0.013333333333333334,0.06666666666666667,79.75242222089729,92.76313923105448
65,4,7,309,260,282,267,0,0,27.892651361962706,202,67.89698078707183,65.37583651472461,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,175,4500,3,0.013333333333333334,0.03888888888888889,15.101221850848932,27.892651361962706
66,4,8,309,260,242,249,0,0,67.89698078707183,86,79.02531240052139,35.35533905932738,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,350,4500,3,0.013333333333333334,0.07777777777777778,57.1944577639605,67.89698078707183
67,4,9,309,260,230,262,0,0,79.02531240052139,58,60.530983801686226,17.69180601295413,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,150,4500,3,0.013333333333333334,0.03333333333333333,64.92334035165229,79.02531240052139
68,4,10,309,260,249,268,0,0,60.530983801686226,114,53.46026561849464,32.55764119219941,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,1100,4500,3,0.013333333333333334,0.24444444444444444,52.44804755267637,60.530983801686226
69,4,11,309,260,256,267,0,0,53.46026561849464,133,44.10215414239989,39.6232255123179,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,4100,4500,3,0.013333333333333334,0.9111111111111111,52.21208460293134,53.46026561849464
70,4,12,309,260,265,257,0,0,44.10215414239989,159,45.69463863518345,50.92150822589606,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,225,4500,3,0.013333333333333334,0.05,34.91045127748997,44.10215414239989
71,4,13,309,260,267,242,0,0,45.69463863518345,157,50.24937810560445,59.36328831862332,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,300,4500,3,0.013333333333333334,0.06666666666666667,37.49354609696414,45.69463863518345
72,4,14,309,260,259,265,0,0,50.24937810560445,146,27.65863337187866,42.95346318982906,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,250,4500,3,0.013333333333333334,0.05555555555555555,45.63195839299608,50.24937810560445
73,4,15,309,260,315,233,0,0,27.65863337187866,204,21.540659228538015,106.23088063270491,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,500,4500,3,0.013333333333333334,0.1111111111111111,18.20479443629194,27.65863337187866
74,4,16,309,260,329,252,0,0,21.540659228538015,216,12.041594578792296,114.1402645870422,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,150,4500,3,0.013333333333333334,0.03333333333333333,5.133601269005167,21.540659228538015
75,4,17,309,260,318,252,0,0,12.041594578792296,232,41.182520563948,103.36827366266692,22,22,22.0,0,1,1,0.03333333333333327,E-n23-k3.txt,60,100,4500,3,0.013333333333333334,0.022222222222222223,0.0,12.041594578792296
76,4,18,309,260,329,224,0,0,41.182520563948,170,63.0317380372777,122.65398485169571,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,250,4500,3,0.013333333333333334,0.05555555555555555,31.73299306973381,41.182520563948
77,4,19,309,260,267,213,0,0,63.0317380372777,105,76.02631123499285,78.87331614684399,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,120,4500,3,0.013333333333333334,0.02666666666666667,46.39738599264421,63.0317380372777
78,4,20,309,260,275,192,0,0,76.02631123499285,66,59.30430001273095,100.43903623591775,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,600,4500,3,0.013333333333333334,0.13333333333333333,67.92840877267443,76.02631123499285
79,4,21,309,260,303,201,0,1,59.30430001273095,118,109.77249200050075,112.80514172678478,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,500,4500,3,0.013333333333333334,0.1111111111111111,35.73127068263621,59.30430001273095
80,4,22,309,260,208,217,0,0,109.77249200050075,16,80.8084154033477,57.706152185014034,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,175,4500,3,0.013333333333333334,0.03888888888888889,66.67185584487078,109.77249200050075
81,4,23,309,260,326,181,0,0,80.8084154033477,55,0.0,143.28293687665675,22,22,22.0,0,1,1,0.0,E-n23-k3.txt,60,75,4500,3,0.013333333333333334,0.016666666666666666,44.8933693203496,80.8084154033477
82,5,6,217,274,218,278,0,0,4.123105625617661,238,65.37583651472461,0.0,22,22,22.0,0,1,1,0.9866666666666667,E-n23-k3.txt,500,300,4500,3,0.1111111111111111,0.06666666666666667,0.0,4.123105625617661
